"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"6","enum_female","gender_hoh","male","male",0.440922190201729,NA,0.403975337136629,0.47786904326683,"state","NG036",2.94346432488435e-10,"Pearson's X^2: Rao & Scott adjustment"
"110","enum_female","gender_hoh","male","",0.691181851445298,NA,0.67385843139417,0.708505271496426,"state","NG008",1.15528318848335e-43,"Pearson's X^2: Rao & Scott adjustment"
"210","enum_female","gender_hoh","male","female",0.471698113207547,NA,0.33728516810013,0.606111058314964,"state","NG008",1.15528318848335e-43,"Pearson's X^2: Rao & Scott adjustment"
"310","enum_female","gender_hoh","male","male",0.438271604938272,NA,0.407074980485776,0.469468229390768,"state","NG008",1.15528318848335e-43,"Pearson's X^2: Rao & Scott adjustment"
"410","enum_female","gender_hoh","female","",0.308818148554702,NA,0.291494728503574,0.32614156860583,"state","NG008",1.15528318848335e-43,"Pearson's X^2: Rao & Scott adjustment"
"510","enum_female","gender_hoh","female","female",0.528301886792453,NA,0.393888941685036,0.66271483189987,"state","NG008",1.15528318848335e-43,"Pearson's X^2: Rao & Scott adjustment"
"610","enum_female","gender_hoh","female","male",0.561728395061728,NA,0.530531770609233,0.592925019514224,"state","NG008",1.15528318848335e-43,"Pearson's X^2: Rao & Scott adjustment"
"111","enum_female","gender_hoh","male","",0.643628509719222,NA,0.62411630243316,0.663140717005285,"state","NG002",1.86619168177178e-28,"Pearson's X^2: Rao & Scott adjustment"
"211","enum_female","gender_hoh","male","female",0.6,NA,0.495838087918158,0.704161912081842,"state","NG002",1.86619168177178e-28,"Pearson's X^2: Rao & Scott adjustment"
"311","enum_female","gender_hoh","male","male",0.428422152560084,NA,0.397065443935581,0.459778861184586,"state","NG002",1.86619168177178e-28,"Pearson's X^2: Rao & Scott adjustment"
"411","enum_female","gender_hoh","female","",0.356371490280778,NA,0.336859282994715,0.37588369756684,"state","NG002",1.86619168177178e-28,"Pearson's X^2: Rao & Scott adjustment"
"511","enum_female","gender_hoh","female","female",0.4,NA,0.295838087918158,0.504161912081842,"state","NG002",1.86619168177178e-28,"Pearson's X^2: Rao & Scott adjustment"
"611","enum_female","gender_hoh","female","male",0.571577847439916,NA,0.540221138815414,0.602934556064419,"state","NG002",1.86619168177178e-28,"Pearson's X^2: Rao & Scott adjustment"
"dependent.var11","state",NA,NA,NA,NA,NA,NA,NA,"state","NG036",NA,"less than two unique values in the dependent variable"
"dependent.var12","state",NA,NA,NA,NA,NA,NA,NA,"state","NG008",NA,"less than two unique values in the dependent variable"
"dependent.var13","state",NA,NA,NA,NA,NA,NA,NA,"state","NG002",NA,"less than two unique values in the dependent variable"
"112","lga","gender_hoh","NG036002","",0.0729040097205346,NA,0.0603418813641329,0.0854661380769364,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"212","lga","gender_hoh","NG036002","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"312","lga","gender_hoh","NG036002","male",0.0345821325648415,NA,0.0209851074540592,0.0481791576756238,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"412","lga","gender_hoh","NG036003","",0.0558930741190765,NA,0.0447932842382174,0.0669928639999357,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"512","lga","gender_hoh","NG036003","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"612","lga","gender_hoh","NG036003","male",0.0677233429394813,NA,0.0490250505485261,0.0864216353304364,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"7","lga","gender_hoh","NG036007","",0.0601458080194411,NA,0.0486574465720215,0.0716341694668606,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"8","lga","gender_hoh","NG036007","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"9","lga","gender_hoh","NG036007","male",0.0893371757925072,NA,0.0681118061985266,0.110562545386488,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"10","lga","gender_hoh","NG036008","",0.0625759416767922,NA,0.0508729495692666,0.0742789337843179,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"11","lga","gender_hoh","NG036008","female",0,NA,0,0,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"12","lga","gender_hoh","NG036008","male",0.0648414985590778,NA,0.0465171104012204,0.0831658867169352,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"13","lga","gender_hoh","NG036010","",0.0668286755771567,NA,0.0547620097058656,0.0788953414484478,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"14","lga","gender_hoh","NG036010","female",0.0952380952380952,NA,0,0.220813023659857,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"15","lga","gender_hoh","NG036010","male",0.0561959654178674,NA,0.039058214324442,0.0733337165112928,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"16","lga","gender_hoh","NG036016","",0.0722964763061968,NA,0.0597827014799935,0.0848102511324002,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"17","lga","gender_hoh","NG036016","female",0.238095238095238,NA,0.0558919817367326,0.420298494453744,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"18","lga","gender_hoh","NG036016","male",0.0590778097982709,NA,0.0415329704299236,0.0766226491666182,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"19","lga","gender_hoh","NG036009","",0.0619684082624544,NA,0.0503185921396956,0.0736182243852132,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"20","lga","gender_hoh","NG036009","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"21","lga","gender_hoh","NG036009","male",0.0489913544668588,NA,0.0329288854231751,0.0650538235105425,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"22","lga","gender_hoh","NG036005","",0.054678007290401,NA,0.0436924678455906,0.0656635467352113,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"23","lga","gender_hoh","NG036005","female",0,NA,0,0,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"24","lga","gender_hoh","NG036005","male",0.0605187319884726,NA,0.0427748222148722,0.078262641762073,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"25","lga","gender_hoh","NG036001","",0.0844471445929526,NA,0.0710114735206537,0.0978828156652515,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"26","lga","gender_hoh","NG036001","female",0.142857142857143,NA,0,0.292552393194818,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"27","lga","gender_hoh","NG036001","male",0.0504322766570605,NA,0.0341476574795873,0.0667168958345337,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"28","lga","gender_hoh","NG036017","",0.0741190765492102,NA,0.06146099947903,0.0867771536193904,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"29","lga","gender_hoh","NG036017","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"30","lga","gender_hoh","NG036017","male",0.0230547550432277,NA,0.0118867470618588,0.0342227630245966,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"31","lga","gender_hoh","NG036011","",0.0613608748481166,NA,0.0497645528630153,0.072957196833218,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"32","lga","gender_hoh","NG036011","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"33","lga","gender_hoh","NG036011","male",0.0518731988472622,NA,0.0353701162013009,0.0683762814932236,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"34","lga","gender_hoh","NG036015","",0.0583232077764277,NA,0.0469992875204414,0.069647128032414,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"35","lga","gender_hoh","NG036015","female",0.0476190476190476,NA,0,0.1387206757983,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"36","lga","gender_hoh","NG036015","male",0.0648414985590778,NA,0.0465171104012204,0.0831658867169352,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"37","lga","gender_hoh","NG036004","",0.0437424058323208,NA,0.0338599712314607,0.0536248404331808,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"38","lga","gender_hoh","NG036004","female",0,NA,0,0,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"39","lga","gender_hoh","NG036004","male",0.0951008645533141,NA,0.0732709182707819,0.116930810835846,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"40","lga","gender_hoh","NG036012","",0.0455650060753341,NA,0.0354884051055874,0.0556416070450809,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"41","lga","gender_hoh","NG036012","female",0,NA,0,0,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"42","lga","gender_hoh","NG036012","male",0.0864553314121037,NA,0.0655421005574281,0.107368562266779,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"43","lga","gender_hoh","NG036013","",0.0643985419198056,NA,0.052537888111116,0.0762591957284951,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"44","lga","gender_hoh","NG036013","female",0.0952380952380952,NA,0,0.220813023659857,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"45","lga","gender_hoh","NG036013","male",0.0489913544668588,NA,0.0329288854231751,0.0650538235105425,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"46","lga","gender_hoh","NG036014","",0.0607533414337789,NA,0.0492108361626966,0.0722958467048611,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"47","lga","gender_hoh","NG036014","female",0.0952380952380952,NA,0,0.220813023659857,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"48","lga","gender_hoh","NG036014","male",0.0979827089337176,NA,0.0758597863108975,0.120105631556538,"state","NG036",3.60827208525631e-12,"Pearson's X^2: Rao & Scott adjustment"
"113","lga","gender_hoh","NG008025","",0.0567142334431028,NA,0.0480415451135914,0.0653869217726142,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"213","lga","gender_hoh","NG008025","female",0.0943396226415094,NA,0.0156354608801762,0.173043784402843,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"313","lga","gender_hoh","NG008025","male",0.0751028806584362,NA,0.0585319171892903,0.0916738441275822,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"413","lga","gender_hoh","NG008019","",0.0596414196853275,NA,0.0507615458028752,0.0685212935677798,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"513","lga","gender_hoh","NG008019","female",0.0377358490566038,NA,0,0.089044685121998,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"613","lga","gender_hoh","NG008019","male",0.0627572016460905,NA,0.0475085799551518,0.0780058233370293,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"710","lga","gender_hoh","NG008024","",0.057446030003659,NA,0.0487209545903096,0.0661711054170084,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"82","lga","gender_hoh","NG008024","female",0.113207547169811,NA,0.0278942687935757,0.198520825546047,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"91","lga","gender_hoh","NG008024","male",0.0432098765432099,NA,0.030425704590586,0.0559940484958338,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"101","lga","gender_hoh","NG008003","",0.0834248079034028,NA,0.0730562651580365,0.0937933506487692,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"114","lga","gender_hoh","NG008003","female",0.113207547169811,NA,0.0278942687935757,0.198520825546047,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"121","lga","gender_hoh","NG008003","male",0.0267489711934156,NA,0.0166042824616996,0.0368936599251317,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"131","lga","gender_hoh","NG008012","",0.0461031833150384,NA,0.0382399308099106,0.0539664358201662,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"141","lga","gender_hoh","NG008012","female",0,NA,0,0,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"151","lga","gender_hoh","NG008012","male",0.0298353909465021,NA,0.019138407363003,0.0405323745300011,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"161","lga","gender_hoh","NG008005","",0.0373216245883644,NA,0.0302142870088902,0.0444289621678386,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"171","lga","gender_hoh","NG008005","female",0.0377358490566038,NA,0,0.089044685121998,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"181","lga","gender_hoh","NG008005","male",0.0524691358024691,NA,0.0384499953393266,0.0664882762656117,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"191","lga","gender_hoh","NG008004","",0.0340285400658617,NA,0.0272304037068003,0.0408266764249231,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"201","lga","gender_hoh","NG008004","female",0.0566037735849057,NA,0,0.118824876709941,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"214","lga","gender_hoh","NG008004","male",0.0504115226337449,NA,0.0366551042927482,0.0641679409747416,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"221","lga","gender_hoh","NG008020","",0.0314672521039151,NA,0.0249213029118716,0.0380132012959586,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"231","lga","gender_hoh","NG008020","female",0,NA,0,0,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"241","lga","gender_hoh","NG008020","male",0.0596707818930041,NA,0.0447773913274964,0.0745641724585118,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"251","lga","gender_hoh","NG008016","",0.0373216245883644,NA,0.0302142870088902,0.0444289621678386,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"261","lga","gender_hoh","NG008016","female",0.0754716981132075,NA,0.00434705296480728,0.146596343261608,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"271","lga","gender_hoh","NG008016","male",0.0504115226337449,NA,0.0366551042927482,0.0641679409747415,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"281","lga","gender_hoh","NG008008","",0.0402488108305891,NA,0.0328792446767692,0.047618376984409,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"291","lga","gender_hoh","NG008008","female",0.0377358490566038,NA,0,0.089044685121998,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"301","lga","gender_hoh","NG008008","male",0.0339506172839506,NA,0.0225639599837784,0.0453372745841228,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"314","lga","gender_hoh","NG008014","",0.0373216245883644,NA,0.0302142870088902,0.0444289621678386,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"321","lga","gender_hoh","NG008014","female",0.0943396226415094,NA,0.0156354608801762,0.173043784402843,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"331","lga","gender_hoh","NG008014","male",0.0689300411522634,NA,0.0530017870649701,0.0848582952395566,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"341","lga","gender_hoh","NG008023","",0.0515916575192097,NA,0.0432974768969002,0.0598858381415191,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"351","lga","gender_hoh","NG008023","female",0.0188679245283019,NA,0,0.0555027181042644,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"361","lga","gender_hoh","NG008023","male",0.0349794238683128,NA,0.0234276850330822,0.0465311627035434,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"371","lga","gender_hoh","NG008021","",0.0391511159897548,NA,0.0318785832750396,0.0464236487044701,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"381","lga","gender_hoh","NG008021","female",0,NA,0,0,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"391","lga","gender_hoh","NG008021","male",0.0421810699588477,NA,0.0295432183158437,0.0548189216018518,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"401","lga","gender_hoh","NG008013","",0.0365898280278083,NA,0.0295498409271819,0.0436298151284347,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"414","lga","gender_hoh","NG008013","female",0,NA,0,0,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"421","lga","gender_hoh","NG008013","male",0.0720164609053498,NA,0.0557625163955154,0.0882704054151842,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"431","lga","gender_hoh","NG008009","",0.0358580314672521,NA,0.028886153425332,0.0428299095091722,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"441","lga","gender_hoh","NG008009","female",0.150943396226415,NA,0.0545508777520482,0.247335914700782,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"451","lga","gender_hoh","NG008009","male",0.0730452674897119,NA,0.0566847116741318,0.0894058233052921,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"461","lga","gender_hoh","NG008007","",0.0603732162458836,NA,0.0514425077151888,0.0693039247765784,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"471","lga","gender_hoh","NG008007","female",0,NA,0,0,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"481","lga","gender_hoh","NG008007","male",0.0102880658436214,NA,0.00394361524611432,0.0166325164411285,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"49","lga","gender_hoh","NG008018","",0.0340285400658617,NA,0.0272304037068003,0.0408266764249231,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"50","lga","gender_hoh","NG008018","female",0.0188679245283019,NA,0,0.0555027181042645,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"51","lga","gender_hoh","NG008018","male",0.0421810699588477,NA,0.0295432183158438,0.0548189216018517,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"52","lga","gender_hoh","NG008027","",0.0369557263080863,NA,0.029881970505506,0.0440294821106667,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"53","lga","gender_hoh","NG008027","female",0.0188679245283019,NA,0,0.0555027181042645,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"54","lga","gender_hoh","NG008027","male",0.044238683127572,NA,0.031310170356659,0.0571671958984851,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"55","lga","gender_hoh","NG008006","",0.0424442005122576,NA,0.0348849752080905,0.0500034258164247,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"56","lga","gender_hoh","NG008006","female",0.0188679245283019,NA,0,0.0555027181042644,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"57","lga","gender_hoh","NG008006","male",0.044238683127572,NA,0.031310170356659,0.0571671958984851,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"58","lga","gender_hoh","NG008002","",0.0424442005122576,NA,0.0348849752080905,0.0500034258164247,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"59","lga","gender_hoh","NG008002","female",0.0188679245283019,NA,0,0.0555027181042644,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"60","lga","gender_hoh","NG008002","male",0.058641975308642,NA,0.0438694596549912,0.0734144909622928,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"61","lga","gender_hoh","NG008015","",0.0468349798755946,NA,0.0389126069388055,0.0547573528123837,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"62","lga","gender_hoh","NG008015","female",0.0188679245283019,NA,0,0.0555027181042645,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"63","lga","gender_hoh","NG008015","male",0,NA,0,0,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"64","lga","gender_hoh","NG008011","",0.0526893523600439,NA,0.0443122522574725,0.0610664524626154,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"65","lga","gender_hoh","NG008011","female",0.0754716981132075,NA,0.00434705296480727,0.146596343261608,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"66","lga","gender_hoh","NG008011","male",0.0246913580246914,NA,0.0149343587320171,0.0344483573173656,"state","NG008",4.28868470394692e-36,"Pearson's X^2: Rao & Scott adjustment"
"115","lga","gender_hoh","NG002009","",0.0509719222462203,NA,0.0420112142601996,0.059932630232241,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"215","lga","gender_hoh","NG002009","female",0.0823529411764706,NA,0.0239034522179917,0.14080243013495,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"315","lga","gender_hoh","NG002009","male",0.0491118077324974,NA,0.0354183065376371,0.0628053089273577,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"415","lga","gender_hoh","NG002011","",0.03585313174946,NA,0.0282783097144912,0.0434279537844289,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"514","lga","gender_hoh","NG002011","female",0.0235294117647059,NA,0,0.0557577891904866,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"614","lga","gender_hoh","NG002011","male",0.0606060606060606,NA,0.0454865156190463,0.0757256055930749,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"711","lga","gender_hoh","NG002017","",0.0449244060475162,NA,0.036485282722777,0.0533635293722554,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"83","lga","gender_hoh","NG002017","female",0.0352941176470588,NA,0,0.0745271566981524,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"92","lga","gender_hoh","NG002017","male",0.0512016718913271,NA,0.0372352279292889,0.0651681158533653,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"102","lga","gender_hoh","NG002005","",0.0570194384449244,NA,0.0475723033469629,0.0664665735428859,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"116","lga","gender_hoh","NG002005","female",0.0588235294117647,NA,0.00879538524840106,0.108851673575128,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"122","lga","gender_hoh","NG002005","male",0.0407523510971787,NA,0.0282238670877831,0.0532808351065742,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"132","lga","gender_hoh","NG002012","",0.0488120950323974,NA,0.0400333149103174,0.0575908751544774,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"142","lga","gender_hoh","NG002012","female",0.0117647058823529,NA,0,0.0346904816330307,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"152","lga","gender_hoh","NG002012","male",0.026123301985371,NA,0.016016288633788,0.0362303153369539,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"162","lga","gender_hoh","NG002014","",0.0336933045356371,NA,0.02634196323964,0.0410446458316343,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"172","lga","gender_hoh","NG002014","female",0.0352941176470588,NA,0,0.0745271566981524,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
"182","lga","gender_hoh","NG002014","male",0.0794148380355277,NA,0.0622815928759887,0.0965480831950667,"state","NG002",1.18016325996587e-20,"Pearson's X^2: Rao & Scott adjustment"
